,Comments,Tokens,Filtered Tokens,Stemmed Filtered Tokens,Lemmatized Filtered Tokens,Afinn Score of Lem,Afinn Overall Score of Lem,Afinn Sentiment,Bing Positive Tokens,Bing Positive count,Bing Negative Tokens,Bing Negative count,Bing Score,Bing Sentiment,Unknown Tokens
622,"best app ever ... i was in need of money very badly and money view is the best i would say , this is the second time i have taken small loan with them and the process is very easy and fast.. i applied for loan in the afternoon and got the amt credited in the evening ...thanks fot helping me ... please reduce thr rate of interest if possible thats the only one concern i have","['best', 'app', 'ever', 'i', 'was', 'in', 'need', 'of', 'money', 'very', 'badly', 'and', 'money', 'view', 'is', 'the', 'best', 'i', 'would', 'say', 'this', 'is', 'the', 'second', 'time', 'i', 'have', 'taken', 'small', 'loan', 'with', 'them', 'and', 'the', 'process', 'is', 'very', 'easy', 'and', 'fast', 'i', 'applied', 'for', 'loan', 'in', 'the', 'afternoon', 'and', 'got', 'the', 'amt', 'credited', 'in', 'the', 'evening', 'thanks', 'fot', 'helping', 'me', 'please', 'reduce', 'thr', 'rate', 'of', 'interest', 'if', 'possible', 'thats', 'the', 'only', 'one', 'concern', 'i', 'have']","['badly', 'small', 'process', 'applied', 'afternoon', 'credited', 'evening', 'fot', 'helping', 'reduce', 'thr', 'rate', 'interest', 'concern']","['bad', 'small', 'process', 'appli', 'afternoon', 'credit', 'even', 'fot', 'help', 'reduc', 'thr', 'rate', 'interest', 'concern']","['badly', 'small', 'process', 'apply', 'afternoon', 'credit', 'even', 'fot', 'help', 'reduce', 'thr', 'rate', 'interest', 'concern']","[-3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0]",[0.0],neutral,[],0,"['badly', 'concern']",2,-2,negative,"['small', 'process', 'apply', 'afternoon', 'credit', 'even', 'fot', 'help', 'reduce', 'thr', 'rate', 'interest']"
623,amount credited within 24 hours... really amazing employees and bank .. and small suggestion please try to provide branch contact number otherwise it's very difficult contact with bank employees...,"['amount', 'credited', 'within', '24', 'hours', 'really', 'amazing', 'employees', 'and', 'bank', 'and', 'small', 'suggestion', 'please', 'try', 'to', 'provide', 'branch', 'contact', 'number', 'otherwise', 'it', 's', 'very', 'difficult', 'contact', 'with', 'bank', 'employees']","['amount', 'credited', '24', 'hours', 'employees', 'bank', 'small', 'suggestion', 'provide', 'branch', 'contact', 'difficult', 'contact', 'bank', 'employees']","['amount', 'credit', '24', 'hour', 'employe', 'bank', 'small', 'suggest', 'provid', 'branch', 'contact', 'difficult', 'contact', 'bank', 'employe']","['amount', 'credit', '24', 'hours', 'employees', 'bank', 'small', 'suggestion', 'provide', 'branch', 'contact', 'difficult', 'contact', 'bank', 'employees']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0]",[-1.0],negative,[],0,['difficult'],1,-1,negative,"['amount', 'credit', '24', 'hours', 'employees', 'bank', 'small', 'suggestion', 'provide', 'branch', 'contact', 'contact', 'bank', 'employees']"
624,very beautiful & safe app to the bussiness payment this is very good app i am happy download this app thanks to bharat pe for merchants,"['very', 'beautiful', 'safe', 'app', 'to', 'the', 'bussiness', 'payment', 'this', 'is', 'very', 'good', 'app', 'i', 'am', 'happy', 'download', 'this', 'app', 'thanks', 'to', 'bharat', 'pe', 'for', 'merchants']","['beautiful', 'safe', 'bussiness', 'payment', 'download', 'merchants']","['beauti', 'safe', 'bussi', 'payment', 'download', 'merchant']","['beautiful', 'safe', 'bussiness', 'payment', 'download', 'merchants']","[3.0, 1.0, 0.0, 0.0, 0.0, 0.0]",[4.0],positive,"['beautiful', 'safe']",2,[],0,2,positive,"['bussiness', 'payment', 'download', 'merchants']"
625,please add west bengal in your circle for the xtraincome card. many people here want to use the service for 1% cashback on every transaction.,"['please', 'add', 'west', 'bengal', 'in', 'your', 'circle', 'for', 'the', 'xtraincome', 'card', 'many', 'people', 'here', 'want', 'to', 'use', 'the', 'service', 'for', '1', 'cashback', 'on', 'every', 'transaction']","['add', 'west', 'bengal', 'circle', 'xtraincome', 'card', 'people', 'service', 'cashback', 'transaction']","['add', 'west', 'bengal', 'circl', 'xtraincom', 'card', 'peopl', 'servic', 'cashback', 'transact']","['add', 'west', 'bengal', 'circle', 'xtraincome', 'card', 'people', 'service', 'cashback', 'transaction']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,['cashback'],1,[],0,1,positive,"['add', 'west', 'bengal', 'circle', 'xtraincome', 'card', 'people', 'service', 'transaction']"
626,is it only for merchant or even citizens can use it. and one more thing can we add credit card and transfer funds,"['is', 'it', 'only', 'for', 'merchant', 'or', 'even', 'citizens', 'can', 'use', 'it', 'and', 'one', 'more', 'thing', 'can', 'we', 'add', 'credit', 'card', 'and', 'transfer', 'funds']","['merchant', 'citizens', 'add', 'credit', 'card', 'transfer', 'funds']","['merchant', 'citizen', 'add', 'credit', 'card', 'transfer', 'fund']","['merchant', 'citizens', 'add', 'credit', 'card', 'transfer', 'fund']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['merchant', 'citizens', 'add', 'credit', 'card', 'transfer', 'fund']"
627,it's excellent bharatpe app and i am very happy to use this app this app is very easy and fast.,"['it', 's', 'excellent', 'bharatpe', 'app', 'and', 'i', 'am', 'very', 'happy', 'to', 'use', 'this', 'app', 'this', 'app', 'is', 'very', 'easy', 'and', 'fast']",[],[],[],[],[0],neutral,[],0,[],0,0,neutral,[]
628,"its very simple and easy , i love this app to receive my payment for my course thanks instamojo","['its', 'very', 'simple', 'and', 'easy', 'i', 'love', 'this', 'app', 'to', 'receive', 'my', 'payment', 'for', 'my', 'course', 'thanks', 'instamojo']","['receive', 'payment']","['receiv', 'payment']","['receive', 'payment']","[0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['receive', 'payment']"
629,thanks sir for your birthday dada please find you family yyyyy you yyyttt tt6uuu7yyypppoopx73x,"['thanks', 'sir', 'for', 'your', 'birthday', 'dada', 'please', 'find', 'you', 'family', 'yyyyy', 'you', 'yyyttt', 'tt6uuu7yyypppoopx73x']","['birthday', 'dada', 'family', 'yyyyy', 'yyyttt', 'tt6uuu7yyypppoopx73x']","['birthday', 'dada', 'famili', 'yyyyy', 'yyyttt', 'tt6uuu7yyypppoopx73x']","['birthday', 'dada', 'family', 'yyyyy', 'yyyttt', 'tt6uuu7yyypppoopx73x']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['birthday', 'dada', 'family', 'yyyyy', 'yyyttt', 'tt6uuu7yyypppoopx73x']"
630,best app for lone fast aprovel and fast money in ur account,"['best', 'app', 'for', 'lone', 'fast', 'aprovel', 'and', 'fast', 'money', 'in', 'ur', 'account']","['aprovel', 'account']","['aprovel', 'account']","['aprovel', 'account']","[0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['aprovel', 'account']"
631,just applied for loan.. let's see my much time to get money...,"['just', 'applied', 'for', 'loan', 'let', 's', 'see', 'my', 'much', 'time', 'to', 'get', 'money']",['applied'],['appli'],['apply'],[0.0],[0.0],neutral,[],0,[],0,0,neutral,['apply']
632,since last time before the lockdown i was using this app it was very help full and great experience and because of this pandemic situation and of the lockdown there was some problems i couldn't get my loan at that time now it is bounced back with lots of good positivity to help the user in this crisis and i was happy to see that and i am very thankful to the kissht team to help us at this situation we can full fill our needs easily,"['since', 'last', 'time', 'before', 'the', 'lockdown', 'i', 'was', 'using', 'this', 'app', 'it', 'was', 'very', 'help', 'full', 'and', 'great', 'experience', 'and', 'because', 'of', 'this', 'pandemic', 'situation', 'and', 'of', 'the', 'lockdown', 'there', 'was', 'some', 'problems', 'i', 'couldn', 't', 'get', 'my', 'loan', 'at', 'that', 'time', 'now', 'it', 'is', 'bounced', 'back', 'with', 'lots', 'of', 'good', 'positivity', 'to', 'help', 'the', 'user', 'in', 'this', 'crisis', 'and', 'i', 'was', 'happy', 'to', 'see', 'that', 'and', 'i', 'am', 'very', 'thankful', 'to', 'the', 'kissht', 'team', 'to', 'help', 'us', 'at', 'this', 'situation', 'we', 'can', 'full', 'fill', 'our', 'needs', 'easily']","['lockdown', 'help', 'experience', 'pandemic', 'situation', 'lockdown', 'bounced', 'positivity', 'help', 'user', 'crisis', 'thankful', 'team', 'help', 'situation', 'easily']","['lockdown', 'help', 'experi', 'pandem', 'situat', 'lockdown', 'bounc', 'posit', 'help', 'user', 'crisi', 'thank', 'team', 'help', 'situat', 'easili']","['lockdown', 'help', 'experience', 'pandemic', 'situation', 'lockdown', 'bounce', 'positivity', 'help', 'user', 'crisis', 'thankful', 'team', 'help', 'situation', 'easily']","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, -3.0, 2.0, 0.0, 2.0, 0.0, 0.0]",[5.0],positive,['thankful'],1,['crisis'],1,0,neutral,"['lockdown', 'help', 'experience', 'pandemic', 'situation', 'lockdown', 'bounce', 'positivity', 'help', 'user', 'team', 'help', 'situation', 'easily']"
633,"if i talk particularly about this app, it helps me several times during tough needs. quick disbursement makes it even more delightful. overall good experience and never called too much for reminders which is annoying in cases of other apps. so it deserves 5 rating.","['if', 'i', 'talk', 'particularly', 'about', 'this', 'app', 'it', 'helps', 'me', 'several', 'times', 'during', 'tough', 'needs', 'quick', 'disbursement', 'makes', 'it', 'even', 'more', 'delightful', 'overall', 'good', 'experience', 'and', 'never', 'called', 'too', 'much', 'for', 'reminders', 'which', 'is', 'annoying', 'in', 'cases', 'of', 'other', 'apps', 'so', 'it', 'deserves', '5', 'rating']","['talk', 'helps', 'times', 'tough', 'disbursement', 'delightful', 'experience', 'called', 'reminders', 'annoying', 'apps', 'deserves', 'rating']","['talk', 'help', 'time', 'tough', 'disburs', 'delight', 'experi', 'call', 'remind', 'annoy', 'app', 'deserv', 'rate']","['talk', 'help', 'time', 'tough', 'disbursement', 'delightful', 'experience', 'call', 'reminders', 'annoy', 'apps', 'deserve', 'rat']","[0.0, 2.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0]",[3.0],positive,"['tough', 'delightful']",2,['annoy'],1,1,positive,"['talk', 'help', 'time', 'disbursement', 'experience', 'call', 'reminders', 'apps', 'deserve', 'rat']"
634,very sorry to say this.. i got 1000 rs loan and i paid 1600 in 5 days. when i applied for second time my loan was denied. may i know the reason????,"['very', 'sorry', 'to', 'say', 'this', 'i', 'got', '1000', 'rs', 'loan', 'and', 'i', 'paid', '1600', 'in', '5', 'days', 'when', 'i', 'applied', 'for', 'second', 'time', 'my', 'loan', 'was', 'denied', 'may', 'i', 'know', 'the', 'reason']","['rs', 'paid', '1600', 'days', 'applied', 'denied', 'reason']","['rs', 'paid', '1600', 'day', 'appli', 'deni', 'reason']","['rs', 'pay', '1600', 'days', 'apply', 'deny', 'reason']","[0.0, -1.0, 0.0, 0.0, 0.0, -2.0, 0.0]",[-3.0],negative,[],0,['deny'],1,-1,negative,"['rs', 'pay', '1600', 'days', 'apply', 'reason']"
635,"this is app is very nice , loan approve time is very fast.","['this', 'is', 'app', 'is', 'very', 'nice', 'loan', 'approve', 'time', 'is', 'very', 'fast']",['approve'],['approv'],['approve'],[0.0],[0.0],neutral,['approve'],1,[],0,1,positive,[]
636,wow ! its !! really worked !! small loan but reliable,"['wow', 'its', 'really', 'worked', 'small', 'loan', 'but', 'reliable']","['wow', 'small', 'reliable']","['wow', 'small', 'reliabl']","['wow', 'small', 'reliable']","[4.0, 0.0, 2.0]",[6.0],positive,"['wow', 'reliable']",2,[],0,2,positive,['small']
637,"found this app useful. had been using the app for sometime . instant upload, verification and disbursement had helped to choose the app . i had been using the app for sometime. but during the lockdown the app had suddenly stopped . but after unlock they had started extending the loan which is welcome because during such time one may need emergency fund. the repayment follow up is too early and is unwelcome at times. the shopping option is also welcome overall .app is good and i recommend it","['found', 'this', 'app', 'useful', 'had', 'been', 'using', 'the', 'app', 'for', 'sometime', 'instant', 'upload', 'verification', 'and', 'disbursement', 'had', 'helped', 'to', 'choose', 'the', 'app', 'i', 'had', 'been', 'using', 'the', 'app', 'for', 'sometime', 'but', 'during', 'the', 'lockdown', 'the', 'app', 'had', 'suddenly', 'stopped', 'but', 'after', 'unlock', 'they', 'had', 'started', 'extending', 'the', 'loan', 'which', 'is', 'welcome', 'because', 'during', 'such', 'time', 'one', 'may', 'need', 'emergency', 'fund', 'the', 'repayment', 'follow', 'up', 'is', 'too', 'early', 'and', 'is', 'unwelcome', 'at', 'times', 'the', 'shopping', 'option', 'is', 'also', 'welcome', 'overall', 'app', 'is', 'good', 'and', 'i', 'recommend', 'it']","['upload', 'verification', 'disbursement', 'helped', 'choose', 'lockdown', 'suddenly', 'stopped', 'started', 'extending', 'emergency', 'fund', 'repayment', 'follow', 'unwelcome', 'times', 'shopping', 'option', 'recommend']","['upload', 'verif', 'disburs', 'help', 'choos', 'lockdown', 'sudden', 'stop', 'start', 'extend', 'emerg', 'fund', 'repay', 'follow', 'unwelcom', 'time', 'shop', 'option', 'recommend']","['upload', 'verification', 'disbursement', 'help', 'choose', 'lockdown', 'suddenly', 'stop', 'start', 'extend', 'emergency', 'fund', 'repayment', 'follow', 'unwelcome', 'time', 'shop', 'option', 'recommend']","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",[2.0],positive,['recommend'],1,"['emergency', 'unwelcome']",2,-1,negative,"['upload', 'verification', 'disbursement', 'help', 'choose', 'lockdown', 'suddenly', 'stop', 'start', 'extend', 'fund', 'repayment', 'follow', 'time', 'shop', 'option']"
638,one of the best app i have ever used and processing is very smooth and satisfactory. it helped me a lot during the lockdown. i would recommend it on priority basis and yes thank you kissht for helping me in emergency,"['one', 'of', 'the', 'best', 'app', 'i', 'have', 'ever', 'used', 'and', 'processing', 'is', 'very', 'smooth', 'and', 'satisfactory', 'it', 'helped', 'me', 'a', 'lot', 'during', 'the', 'lockdown', 'i', 'would', 'recommend', 'it', 'on', 'priority', 'basis', 'and', 'yes', 'thank', 'you', 'kissht', 'for', 'helping', 'me', 'in', 'emergency']","['processing', 'smooth', 'satisfactory', 'helped', 'lockdown', 'recommend', 'priority', 'helping', 'emergency']","['process', 'smooth', 'satisfactori', 'help', 'lockdown', 'recommend', 'prioriti', 'help', 'emerg']","['process', 'smooth', 'satisfactory', 'help', 'lockdown', 'recommend', 'priority', 'help', 'emergency']","[0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, -2.0]",[4.0],positive,"['smooth', 'satisfactory', 'recommend']",3,['emergency'],1,2,positive,"['process', 'help', 'lockdown', 'priority', 'help']"
639,this a very good application for for provide loan at any condition for anyone. i am so happy with this app and suggest everyone to try the app . no one may be disappointed with this app.,"['this', 'a', 'very', 'good', 'application', 'for', 'for', 'provide', 'loan', 'at', 'any', 'condition', 'for', 'anyone', 'i', 'am', 'so', 'happy', 'with', 'this', 'app', 'and', 'suggest', 'everyone', 'to', 'try', 'the', 'app', 'no', 'one', 'may', 'be', 'disappointed', 'with', 'this', 'app']","['application', 'provide', 'condition', 'disappointed']","['applic', 'provid', 'condit', 'disappoint']","['application', 'provide', 'condition', 'disappoint']","[0.0, 0.0, 0.0, -2.0]",[-2.0],negative,[],0,['disappoint'],1,-1,negative,"['application', 'provide', 'condition']"
640,very nice app really mujhe lock down time main bhi loan diya friends try this app very good very nice app,"['very', 'nice', 'app', 'really', 'mujhe', 'lock', 'down', 'time', 'main', 'bhi', 'loan', 'diya', 'friends', 'try', 'this', 'app', 'very', 'good', 'very', 'nice', 'app']","['mujhe', 'lock', 'main', 'friends']","['mujh', 'lock', 'main', 'friend']","['mujhe', 'lock', 'main', 'friends']","[0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['mujhe', 'lock', 'main', 'friends']"
641,"good behavior of the team , communication of the team to customer is very good","['good', 'behavior', 'of', 'the', 'team', 'communication', 'of', 'the', 'team', 'to', 'customer', 'is', 'very', 'good']","['behavior', 'team', 'communication', 'team', 'customer']","['behavior', 'team', 'communic', 'team', 'custom']","['behavior', 'team', 'communication', 'team', 'customer']","[0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['behavior', 'team', 'communication', 'team', 'customer']"
642,"very nice app , real friend in difficulties. i love its","['very', 'nice', 'app', 'real', 'friend', 'in', 'difficulties', 'i', 'love', 'its']","['real', 'friend', 'difficulties']","['real', 'friend', 'difficulti']","['real', 'friend', 'difficulties']","[0.0, 1.0, 0.0]",[1.0],positive,[],0,['difficulties'],1,-1,negative,"['real', 'friend']"
643,"very nice app , real friend in difficulties. i love its","['very', 'nice', 'app', 'real', 'friend', 'in', 'difficulties', 'i', 'love', 'its']","['real', 'friend', 'difficulties']","['real', 'friend', 'difficulti']","['real', 'friend', 'difficulties']","[0.0, 1.0, 0.0]",[1.0],positive,[],0,['difficulties'],1,-1,negative,"['real', 'friend']"
644,money view is awesome when i was searching for loan app every app was asking official email id i work in a bpo sector and that id we cannot use but money view helped me within 2 days money was credited. i am very thankful to you. i had applied for moratorium as of my personal reason will request you as rbi has passed circular for another 3 month extension please approve my request last month i did not got the option for moratorium in the app and i have to pay the emi by taking loan from friend,"['money', 'view', 'is', 'awesome', 'when', 'i', 'was', 'searching', 'for', 'loan', 'app', 'every', 'app', 'was', 'asking', 'official', 'email', 'id', 'i', 'work', 'in', 'a', 'bpo', 'sector', 'and', 'that', 'id', 'we', 'cannot', 'use', 'but', 'money', 'view', 'helped', 'me', 'within', '2', 'days', 'money', 'was', 'credited', 'i', 'am', 'very', 'thankful', 'to', 'you', 'i', 'had', 'applied', 'for', 'moratorium', 'as', 'of', 'my', 'personal', 'reason', 'will', 'request', 'you', 'as', 'rbi', 'has', 'passed', 'circular', 'for', 'another', '3', 'month', 'extension', 'please', 'approve', 'my', 'request', 'last', 'month', 'i', 'did', 'not', 'got', 'the', 'option', 'for', 'moratorium', 'in', 'the', 'app', 'and', 'i', 'have', 'to', 'pay', 'the', 'emi', 'by', 'taking', 'loan', 'from', 'friend']","['searching', 'official', 'email', 'bpo', 'sector', 'helped', 'days', 'credited', 'thankful', 'applied', 'moratorium', 'reason', 'rbi', 'passed', 'circular', 'month', 'extension', 'approve', 'month', 'option', 'moratorium', 'emi', 'friend']","['search', 'offici', 'email', 'bpo', 'sector', 'help', 'day', 'credit', 'thank', 'appli', 'moratorium', 'reason', 'rbi', 'pass', 'circular', 'month', 'extens', 'approv', 'month', 'option', 'moratorium', 'emi', 'friend']","['search', 'official', 'email', 'bpo', 'sector', 'help', 'days', 'credit', 'thankful', 'apply', 'moratorium', 'reason', 'rbi', 'pass', 'circular', 'month', 'extension', 'approve', 'month', 'option', 'moratorium', 'emi', 'friend']","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[5.0],positive,"['thankful', 'approve']",2,[],0,2,positive,"['search', 'official', 'email', 'bpo', 'sector', 'help', 'days', 'credit', 'apply', 'moratorium', 'reason', 'rbi', 'pass', 'circular', 'month', 'extension', 'month', 'option', 'moratorium', 'emi', 'friend']"
